ENTDATESERVICETYPE,ENTDATEDAYOFWEEK,ENTSTATION,EXTSTATION,ENTPERIOD,ENTQUARTHOUR,AVG_TRIPS,congestion_level,old_cost,new_cost
Weekday,Wed,Van Dorn Street,Woodley Park-Zoo/Adams Morgan,Midday,10:00 AM to 10:15 AM,1,1.0,5.1,4.59
Weekday,Wed,Cheverly,Metro Center,AM Peak,6:30 AM to 6:45 AM,2,1.0,3.55,3.195
Weekday,Wed,Vienna/Fairfax-GMU,Smithsonian,PM Peak,5:45 PM to 6:00 PM,3,1.0,5.6,5.04
Weekday,Thu,L'Enfant Plaza,Spring Hill,PM Peak,5:15 PM to 5:30 PM,2,1.0,5.55,4.995
Weekday,Thu,Van Ness-UDC,White Flint,Midday,9:30 AM to 9:45 AM,2,1.0,3.8,3.42
Weekday,Thu,Medical Center,Friendship Heights,Midday,9:30 AM to 9:45 AM,3,1.0,2.25,2.025
Weekday,Thu,Union Station,Suitland,Evening,7:45 PM to 8:00 PM,2,1.0,3.65,3.285
Weekday,Mon,Fort Totten,Clarendon,PM Peak,6:00 PM to 6:15 PM,1,1.0,3.85,3.465
Weekday,Mon,Foggy Bottom-GWU,White Flint,Evening,11:15 PM to 11:30 PM,1,1.0,5.0,4.5
Saturday,Sat,Ballston-MU,Farragut West,Midday,11:30 AM to 11:45 AM,3,1.0,2.7,2.43
Weekday,Tue,Navy Yard-Ballpark,Georgia Ave-Petworth,Evening,7:30 PM to 7:45 PM,2,1.0,2.9,2.61
Weekday,Wed,Gallery Pl-Chinatown,Metro Center,PM Peak,4:30 PM to 4:45 PM,4,1.0,2.25,2.025
Weekday,Thu,Medical Center,White Flint,PM Peak,5:30 PM to 5:45 PM,12,2.0,2.45,1.9600000000000002
Weekday,Mon,Crystal City,Archives-Navy Memorial-Penn Quarter,PM Peak,4:30 PM to 4:45 PM,3,1.0,2.45,2.205
Sunday,Sun,Arlington Cemetery,Smithsonian,Midday,1:30 PM to 1:45 PM,6,1.0,2.25,2.025
Weekday,Fri,Woodley Park-Zoo/Adams Morgan,White Flint,PM Peak,5:45 PM to 6:00 PM,2,1.0,4.2,3.7800000000000002
Weekday,Fri,Takoma,Rosslyn,AM Peak,7:30 AM to 7:45 AM,3,1.0,3.8,3.42
Weekday,Tue,Federal Center SW,Smithsonian,AM Peak,7:30 AM to 7:45 AM,3,1.0,2.25,2.025
Weekday,Wed,Fort Totten,Wheaton,Midday,11:30 AM to 11:45 AM,2,1.0,3.4,3.06
Weekday,Thu,Dupont Circle,Cleveland Park,Midday,2:15 PM to 2:30 PM,5,1.0,2.25,2.025
Weekday,Tue,Tenleytown-AU,White Flint,Midday,12:15 PM to 12:30 PM,1,1.0,3.55,3.195
Weekday,Tue,Eastern Market,Georgia Ave-Petworth,PM Peak,6:45 PM to 7:00 PM,2,1.0,2.85,2.565
Weekday,Fri,Tysons Corner,Gallery Pl-Chinatown,AM Peak,9:00 AM to 9:15 AM,1,1.0,5.0,4.5
Weekday,Thu,Crystal City,Braddock Road,Midday,2:30 PM to 2:45 PM,1,1.0,2.35,2.115
Weekday,Wed,Foggy Bottom-GWU,Rockville,Evening,7:00 PM to 7:15 PM,1,1.0,5.85,5.265
Weekday,Wed,Friendship Heights,Addison Road-Seat Pleasant,Midday,12:00 PM to 12:15 PM,1,1.0,5.25,4.725
Weekday,Thu,Foggy Bottom-GWU,East Falls Church,Midday,11:15 AM to 11:30 AM,1,1.0,3.25,2.925
Weekday,Thu,Eastern Market,King St-Old Town,Midday,1:00 PM to 1:15 PM,1,1.0,3.75,3.375
Weekday,Thu,Smithsonian,Capitol South,Midday,2:30 PM to 2:45 PM,2,1.0,2.25,2.025
Sunday,Sun,Silver Spring,Rhode Island Ave-Brentwood,Evening,11:30 PM to 11:45 PM,2,1.0,3.05,2.7449999999999997
Weekday,Wed,Clarendon,Capitol South,Midday,2:30 PM to 2:45 PM,1,1.0,3.1,2.79
Weekday,Fri,Huntington,L'Enfant Plaza,Midday,1:30 PM to 1:45 PM,3,1.0,3.8,3.42
Saturday,Sat,Pentagon,Van Dorn Street,PM Peak,6:15 PM to 6:30 PM,2,1.0,3.75,3.375
Weekday,Mon,Wheaton,Gallery Pl-Chinatown,AM Peak,8:30 AM to 8:45 AM,11,2.0,4.55,3.6399999999999997
Weekday,Wed,Capitol South,Bethesda,Midday,1:45 PM to 2:00 PM,2,1.0,4.05,3.6449999999999996
Weekday,Fri,Congress Heights,McPherson Square,AM Peak,8:00 AM to 8:15 AM,3,1.0,2.9,2.61
Sunday,Sun,Van Ness-UDC,Rockville,Midday,10:15 AM to 10:30 AM,1,1.0,4.7,4.23
Weekday,Wed,Gallery Pl-Chinatown,Rockville,Evening,7:30 PM to 7:45 PM,3,1.0,5.8,5.22
Weekday,Wed,Gallery Pl-Chinatown,Capitol Heights,PM Peak,4:00 PM to 4:15 PM,1,1.0,3.45,3.105
Weekday,Thu,Rockville,Vienna/Fairfax-GMU,AM Peak,8:15 AM to 8:30 AM,1,1.0,6.0,5.4
Weekday,Fri,Georgia Ave-Petworth,Benning Road,PM Peak,6:15 PM to 6:30 PM,1,1.0,3.65,3.285
Weekday,Fri,Van Dorn Street,NoMa-Gallaudet U,Midday,2:00 PM to 2:15 PM,1,1.0,5.0,4.5
Weekday,Wed,Judiciary Square,Prince George's Plaza,Midday,2:45 PM to 3:00 PM,1,1.0,3.45,3.105
Weekday,Wed,Court House,Van Dorn Street,PM Peak,5:45 PM to 6:00 PM,2,1.0,4.3,3.8699999999999997
Weekday,Wed,Eastern Market,Wheaton,Evening,9:15 PM to 9:30 PM,1,1.0,5.05,4.545
Weekday,Mon,Shady Grove,Smithsonian,Midday,1:30 PM to 1:45 PM,2,1.0,6.0,5.4
Weekday,Fri,Minnesota Ave,New Carrollton,PM Peak,6:30 PM to 6:45 PM,4,1.0,3.0,2.7
Saturday,Sat,Navy Yard-Ballpark,U Street/African-Amer Civil War Memorial/Cardozo,Evening,11:00 PM to 11:15 PM,1,1.0,2.4,2.16
Weekday,Wed,Takoma,McPherson Square,Midday,12:30 PM to 12:45 PM,1,1.0,3.35,3.015
Sunday,Sun,U Street/African-Amer Civil War Memorial/Cardozo,Greenbelt,Midday,1:45 PM to 2:00 PM,2,1.0,4.4,3.9600000000000004
Weekday,Thu,Vienna/Fairfax-GMU,Friendship Heights,Midday,9:45 AM to 10:00 AM,1,1.0,6.0,5.4
Weekday,Fri,Judiciary Square,Court House,Midday,12:45 PM to 1:00 PM,1,1.0,2.6,2.34
Sunday,Sun,Fort Totten,King St-Old Town,Midday,2:45 PM to 3:00 PM,1,1.0,5.0,4.5
Weekday,Fri,Smithsonian,Capitol Heights,Midday,12:15 PM to 12:30 PM,1,1.0,3.45,3.105
Weekday,Wed,Ballston-MU,Van Ness-UDC,PM Peak,6:00 PM to 6:15 PM,1,1.0,3.55,3.195
Weekday,Mon,Ballston-MU,Friendship Heights,PM Peak,5:00 PM to 5:15 PM,2,1.0,3.9,3.51
Weekday,Fri,Court House,Dupont Circle,AM Peak,7:45 AM to 8:00 AM,2,1.0,2.55,2.295
Weekday,Fri,Metro Center,Eisenhower Avenue,Evening,11:15 PM to 11:30 PM,2,1.0,3.95,3.555
Sunday,Sun,Van Ness-UDC,Pentagon City,Midday,11:30 AM to 11:45 AM,2,1.0,3.45,3.105
Weekday,Wed,McPherson Square,Metro Center,Midday,12:15 PM to 12:30 PM,3,1.0,2.25,2.025
Weekday,Wed,Glenmont,Anacostia,PM Peak,4:30 PM to 4:45 PM,1,1.0,5.95,5.355
Sunday,Sun,Navy Yard-Ballpark,Archives-Navy Memorial-Penn Quarter,PM Peak,3:15 PM to 3:30 PM,1,1.0,2.25,2.025
Weekday,Wed,Pentagon City,Rhode Island Ave-Brentwood,Evening,8:00 PM to 8:15 PM,1,1.0,3.2,2.88
Weekday,Wed,College Park-U of Md,Huntington,PM Peak,5:15 PM to 5:30 PM,1,1.0,6.0,5.4
Weekday,Thu,Bethesda,Capitol South,Midday,12:15 PM to 12:30 PM,1,1.0,4.05,3.6449999999999996
Weekday,Wed,Farragut North,Farragut North,PM Peak,6:00 PM to 6:15 PM,3,1.0,,
Weekday,Wed,Cleveland Park,Gallery Pl-Chinatown,Midday,2:15 PM to 2:30 PM,2,1.0,2.35,2.115
Weekday,Thu,Benning Road,Fort Totten,AM Peak,5:45 AM to 6:00 AM,2,1.0,3.9,3.51
Sunday,Sun,Fort Totten,Anacostia,Evening,11:15 PM to 11:30 PM,3,1.0,3.6,3.24
Weekday,Wed,Potomac Ave,Morgan Boulevard,PM Peak,5:00 PM to 5:15 PM,1,1.0,3.45,3.105
Sunday,Sun,Friendship Heights,Union Station,Evening,11:15 PM to 11:30 PM,1,1.0,3.35,3.015
Weekday,Wed,Rhode Island Ave-Brentwood,U Street/African-Amer Civil War Memorial/Cardozo,Midday,2:15 PM to 2:30 PM,1,1.0,2.25,2.025
Weekday,Mon,Shady Grove,Friendship Heights,PM Peak,3:00 PM to 3:15 PM,2,1.0,4.95,4.455
Weekday,Fri,Brookland-CUA,Prince George's Plaza,Midday,11:15 AM to 11:30 AM,1,1.0,2.5,2.25
Saturday,Sat,Ballston-MU,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,4:15 PM to 4:30 PM,1,1.0,3.3,2.9699999999999998
Saturday Holiday,Mon,Ronald Reagan Washington National Airport,Ballston-MU,PM Peak,4:45 PM to 5:00 PM,4,1.0,3.05,2.7449999999999997
Weekday,Mon,Rosslyn,Shady Grove,Midday,2:30 PM to 2:45 PM,2,1.0,6.0,5.4
Saturday Holiday,Mon,Ballston-MU,Largo Town Center,PM Peak,5:00 PM to 5:15 PM,1,1.0,6.0,5.4
Saturday Holiday,Mon,Clarendon,Vienna/Fairfax-GMU,Midday,2:00 PM to 2:15 PM,3,1.0,4.4,3.9600000000000004
Saturday Holiday,Mon,Mt Vernon Sq 7th St-Convention Center,Suitland,Evening,7:15 PM to 7:30 PM,2,1.0,3.75,3.375
Weekday,Wed,Morgan Boulevard,Clarendon,AM Peak,8:15 AM to 8:30 AM,1,1.0,5.4,4.86
Weekday,Fri,U Street/African-Amer Civil War Memorial/Cardozo,Suitland,Late Night Peak,2:45 AM to 3:00 AM,1,1.0,4.0,3.6
Saturday,Sat,Twinbrook,Cleveland Park,Midday,10:15 AM to 10:30 AM,3,1.0,4.3,3.8699999999999997
Weekday,Wed,Archives-Navy Memorial-Penn Quarter,Farragut North,PM Peak,3:30 PM to 3:45 PM,1,1.0,2.25,2.025
Weekday,Fri,Suitland,Georgia Ave-Petworth,AM Peak,7:30 AM to 7:45 AM,2,1.0,4.35,3.9149999999999996
Saturday,Sat,Fort Totten,Huntington,Midday,10:00 AM to 10:15 AM,2,1.0,5.3,4.77
Weekday,Thu,Tenleytown-AU,Bethesda,PM Peak,6:45 PM to 7:00 PM,6,1.0,2.25,2.025
Weekday,Thu,Crystal City,Pentagon,Midday,2:45 PM to 3:00 PM,8,1.0,2.25,2.025
Weekday,Thu,Union Station,Bethesda,PM Peak,4:15 PM to 4:30 PM,14,2.0,3.85,3.08
Weekday,Thu,Bethesda,NoMa-Gallaudet U,PM Peak,5:30 PM to 5:45 PM,7,1.0,3.9,3.51
Weekday,Thu,Crystal City,Prince George's Plaza,AM Peak,8:00 AM to 8:15 AM,1,1.0,4.6,4.14
Weekday,Fri,Federal Triangle,Branch Ave,Evening,7:00 PM to 7:15 PM,2,1.0,4.1,3.6899999999999995
Weekday,Wed,Brookland-CUA,Wiehle-Reston East,Midday,1:15 PM to 1:30 PM,1,1.0,6.0,5.4
Weekday,Mon,Congress Heights,Anacostia,AM Peak,6:30 AM to 6:45 AM,2,1.0,2.25,2.025
Weekday,Mon,Smithsonian,Archives-Navy Memorial-Penn Quarter,PM Peak,3:30 PM to 3:45 PM,2,1.0,2.25,2.025
Weekday,Thu,Mt Vernon Sq 7th St-Convention Center,Southern Avenue,Evening,8:15 PM to 8:30 PM,1,1.0,3.15,2.835
Weekday,Tue,Federal Triangle,Capitol South,AM Peak,8:30 AM to 8:45 AM,1,1.0,2.25,2.025
Weekday,Tue,Federal Center SW,Potomac Ave,Evening,9:00 PM to 9:15 PM,1,1.0,2.25,2.025
Weekday,Thu,Cleveland Park,Dupont Circle,AM Peak,7:00 AM to 7:15 AM,2,1.0,2.25,2.025
Weekday,Thu,Georgia Ave-Petworth,Van Ness-UDC,PM Peak,3:00 PM to 3:15 PM,1,1.0,2.85,2.565
Sunday,Sun,U Street/African-Amer Civil War Memorial/Cardozo,New Carrollton,AM Peak,7:15 AM to 7:30 AM,1,1.0,4.55,4.095
Saturday,Sat,Silver Spring,Rhode Island Ave-Brentwood,Evening,7:15 PM to 7:30 PM,2,1.0,3.05,2.7449999999999997
Weekday,Fri,Bethesda,Union Station,Midday,12:15 PM to 12:30 PM,5,1.0,3.85,3.465
Weekday,Mon,Ballston-MU,Ronald Reagan Washington National Airport,PM Peak,3:45 PM to 4:00 PM,1,1.0,3.05,2.7449999999999997
Weekday,Tue,Mt Vernon Sq 7th St-Convention Center,King St-Old Town,Midday,11:00 AM to 11:15 AM,3,1.0,3.9,3.51
Weekday,Tue,Federal Triangle,Tysons Corner,Evening,9:15 PM to 9:30 PM,2,1.0,4.95,4.455
Weekday,Tue,Vienna/Fairfax-GMU,Eastern Market,AM Peak,6:15 AM to 6:30 AM,4,1.0,6.0,5.4
Weekday,Wed,Fort Totten,Georgia Ave-Petworth,Midday,9:45 AM to 10:00 AM,3,1.0,2.25,2.025
